probe_id,gene_id
cg15236080,MIB1
cg23425081,FAM96B
cg23425081,CES2
cg10161423,SLC29A4
cg21116410,PEX12
cg19131049,TNRC6B
cg15127791,KCNJ1
cg18252433,CHST8
cg22753768,BAP1
cg22753768,PHF7
cg02522785,CCDC129
cg13140721,NIT2
cg09080522,PARVG
cg26777303,SDC2
cg02075590,ANKRD50
cg12658720,C17orf82
cg14997702,SLCO1B1
cg22089878,AGPAT9
cg04117886,SOX13
cg03267697,GMPPA
cg03689586,MAPK8
cg16910047,RFC1
cg26850336,ZNF334
cg19891271,SSR2
cg08794954,ODZ4
cg04338887,OR13D1
cg06839820,TTLL1
cg03355526,ZNF454
cg09849036,SULF1
cg06718003,OR10H3
cg18352063,UFM1
cg08026502,LRRC33
cg02452725,PARP15
cg05473648,MIR708
cg05473648,ODZ4
cg13500113,TMEM169
cg13500113,PECR
cg08122864,LINC00421
cg08122864,ANKRD26P3
cg18270926,PABPC4L
cg17905454,CENPE
cg08184039,CLCN3
cg21070609,TMC3
cg21070609,TMC3-AS1
cg19250177,TESK2
cg20060394,HMGB4
cg20060394,CSMD2
cg24051554,LOC100132111
cg24051554,C2CD4D
cg05332960,C18orf34
cg12524061,SDR9C7
cg06407663,HIPK3
cg01493711,SS18L1
cg23190666,RIPPLY2
cg20284000,PGAM2
cg08198884,BRSK2
cg19843429,OSBPL3
cg08683615,FAM101B
cg21300403,BOLL
cg16230755,ADD3
cg09229044,TNPO2
cg02682514,MYL12A
cg26238820,TMEM100
cg10963543,PSMD4
cg19997557,MIR6847
cg19997557,EXOSC4
cg24222324,TNFSF11
cg04071194,CHRNB3
cg14473327,DMRT3
cg12759523,CYFIP1
cg05379947,RPL10A
cg20592378,CCDC132
cg18866806,EML5
cg19816560,NUFIP2
cg24981018,ARC
cg22760710,MAP3K13
cg08799523,ZNF639
cg23066234,MIR4634
cg17151420,GTF3C2
cg04637204,NUAK1
cg24120669,PCDHB6
cg10638660,MTCL1
cg11319719,RPL18AP3
cg11319719,RPL18A
cg09980686,C2orf52
cg01212965,GSTCD
cg01212965,INTS12
cg16838536,AQP8
cg09841704,MESDC1
cg06107469,SPRYD4
cg09994553,TAF3
cg24636867,PPP2R3A
cg13109045,SIVA1
cg23264413,PSG4
cg16142707,LEKR1
cg12150991,SCUBE2
cg11172967,CSNK1G3
cg03323384,ATAD1
cg03323384,CFL1P1
cg13319286,RHOBTB1
cg07531221,C6orf124
cg07531221,MLLT4
cg11368597,YEATS2
cg21656578,BAT4
cg21656578,CSNK2B
cg10252086,TMEM146
cg10252086,LONP1
cg06914508,ICA1L
cg01858923,MAX
cg06528150,KIAA1841
cg16935813,MXI1
cg14042635,STAT5A
cg02991338,FOXG1
cg00748449,TMEM164
cg06078334,GABBR1
cg26008469,PIGK
cg09949691,HN1
cg17021566,C11orf54
cg17021566,TAF1D
cg18210562,EPB49
cg05950212,HIST2H2AB
cg21850684,RRP7A
cg18787541,FOXP1
cg14012294,BTF3
cg14398876,TOM1
cg03384000,NAGS
cg03384000,PYY
cg25583128,HMSD
cg24375215,CD300A
cg02832997,DIP2A
cg08233654,SNED1
cg21637321,SLC24A6
cg12825324,MYLK
cg12071142,MID1
cg07425170,FNBP4
cg04358131,MAFK
cg06655143,MAFA-AS1
cg04645189,EFTUD2
cg04645189,CCDC103
cg06140237,APBB2
cg13836329,CSDA
cg23745570,WWC1
cg07148130,CARHSP1
cg18976893,PTK2B
cg18976893,TRIM35
cg17936460,WHSC1
cg21111868,EGR4
cg10753073,UBE2U
cg09126527,SECISBP2L
cg21954957,AHI1
cg22009470,UBE2J2
cg17051733,SOX2OT
cg17051733,SOX2
cg08274380,GPSM2
cg07137581,FAM123B
cg22864672,C1orf168
cg17376030,PMM1
cg08604416,SORBS1
cg27654529,ZNF30
cg13859208,FZD10
cg09416501,TOB2
cg04758905,MARCH3
cg27279678,CCDC57
cg00131372,AFAP1L1
cg14865516,PAIP1
cg19585196,ITGAE
cg19585196,GSG2
cg25610689,WDR92
cg25610689,PNO1
cg11893323,URM1
cg09878554,SMARCD1
cg17040303,SIM2
cg07628131,MTUS1
cg08806986,TTC25
cg26507939,TBL1X
cg21402832,TNFSF10
cg05501658,E2F4
cg04066265,CSGALNACT1
cg22700731,ZNF362
cg18634499,OSBPL10
cg18634499,ZNF860
cg26255898,MARCH1
cg17126901,PODXL
cg07185648,PECR
cg07185648,TMEM169
cg20961605,GPATCH4
cg19413435,DOPEY2
cg25377475,LYST
cg19329408,UBA5
cg19329408,ACAD11
cg19329408,NPHP3-ACAD11
cg11082362,INSM2
cg19344870,STK4
cg02714566,KIF23
cg18830699,SEMA6D
cg05886201,MAPRE3
cg27190014,MIR1205
cg27190014,PVT1
cg22343429,PLEK2
cg04702766,ST3GAL2
cg21747160,LMBR1L
cg15353061,TRIM9
cg05318071,INSIG2
cg25275876,ACRC
cg25275876,BCYRN1
cg15822934,MPHOSPH10
cg15822934,MCEE
cg17617683,TMCC2
cg26090107,SLC15A3
cg01770831,SMYD2
cg00953418,LLPH-AS1
cg00953418,LLPH
cg04350358,NUS1
cg10272675,MFGE8
cg09808176,ATM
cg09808176,NPAT
cg21279648,FXYD1
cg00394616,ZBBX
cg22116712,KIF1C
cg22116712,INCA1
cg06908895,ACSS1
cg04624172,INPP5K
cg02347427,ZNF614
cg16391327,FAM98B
cg21026933,LINC01193
cg21026933,MIR5701-3
cg21026933,MIR5701-1
cg21026933,MIR5701-2
cg18212563,EEF2KMT
cg02200491,STOX1
cg20683223,AP2M1
cg03838769,SPOCK3
cg00013475,DYSF
cg24479317,CRISP1
cg08423562,FHL3
cg22957228,NXPH4
cg15341392,MIR224
cg15341392,MIR452
cg15341392,GABRE
cg08784511,GLMP
cg20959449,ARHGAP22
cg03568975,NTRK3
cg03568975,NTRK3-AS1
cg00669363,FNDC3A
cg13962025,URGCP-MRPS24
cg13962025,URGCP
cg09855692,HACL1
cg09855692,BTD
cg20462149,WNT8B
cg07987262,NR2C2AP
cg10836120,LPA
cg15770628,LOC101929660
cg25602765,VTRNA1-1
cg11134544,CMTM8
cg08580347,SNAPC2
cg00528014,SGK494
cg00528014,SPAG5-AS1
cg11418112,MYADM
cg26440361,ORAI1
cg23724641,LYPD1
cg10713515,COMMD3
cg25632672,GTPBP1
cg17926678,SLC39A9
cg17926678,ERH
cg01030476,LGALS8
cg22071311,MCM5
cg10260072,TRERF1
cg18516802,OR51F2
cg11975654,NOVA1
cg13322630,ASGR1
cg03327494,ZDHHC19
cg11186637,RPL39
cg18725337,WWTR1
cg11571304,TRIM38
cg15193590,CYSTM1
cg01182873,TAS2R3
cg20964559,SYT10
cg00554413,TACSTD2
cg13939958,NAA40
cg17823598,HOMER1
cg23696212,ATF7
cg04552889,RNFT1
cg17928895,CTSZ
cg13603805,TMEM102
cg22679412,KIAA0101
cg22014878,BEX2
cg08755249,STUB1
cg02221679,FSCN3
cg12631085,ROS1
cg25559189,ENOX1-AS2
cg25559189,ENOX1
cg26910825,LOC100130872
cg26910825,SPON2
cg03098012,CCDC3
cg23834208,LINC01500
cg17683390,CLDN3
cg13430104,NASP
cg24599861,SPG11
cg13285458,CACNB3
cg26856676,PDZD7
cg26856676,SFXN3
cg05814654,IL21R
cg23989552,TNFRSF21
cg06276302,EDAR
cg19334831,DDX3Y
cg11201889,TACC2
cg23481221,TOMM34
cg23451023,MEGF11
cg19504123,RAB34
cg19504123,NARR
cg14372171,SERINC4
cg14372171,C15orf63
cg04319844,ANK1
cg04319844,MIR486
cg12844463,GUK1
cg01857379,CMAHP
cg23257840,ZNF264
cg27665769,TNIP2
cg01344060,PTTG1IP
cg13694291,FAM104A
cg13694291,C17orf80
cg18335607,STC2
cg04368731,LOC101929718
cg04368731,SLC39A2
cg08121760,HVCN1
cg05569220,LOC388428
cg05569220,AATK
cg14811636,EMP2
cg13150613,HSPB7
cg00207926,CARD10
cg00322919,CUBN
cg03538717,ROBO1
cg03617467,TNKS2
cg24427175,LOC121952
cg17417856,PRMT1
cg17417856,C19orf76
cg16945809,CEP164
cg01050005,CLEC4C
cg26838636,OPA3
cg23598132,DOCK2
cg24412958,TACC2
cg23388390,GSTZ1
cg23388390,POMT2
cg12465704,SYPL2
cg26811852,HNRNPH1
cg13476204,CTRB2
cg25421615,SVIP
cg03486689,USP53
cg26440289,SNX31
cg08297004,ACSM3
cg04661810,TRIM2
cg04661810,ANXA2P1
cg24192805,UTS2R
cg02279224,PLAGL1
cg13785221,ANXA2
cg16271911,MIR4510
cg21708058,TACC1
cg06187975,ZNF791
cg06187975,ZNF490
cg06355129,NES
cg13523576,EPB49
cg05880817,C15orf33
cg05880817,DTWD1
cg19466131,FBN3
cg11787195,RDH12
cg02057368,C1QTNF1
cg06908739,ERCC6
cg06908739,PGBD3
cg25333216,MIR636
cg25333216,SFRS2
cg25333216,MFSD11
cg00427237,DAPK1
cg11387286,DPY19L1
cg19425525,DNAJC14
cg19425525,TMEM198B
cg27044429,LRRC38
cg06797902,STEAP1
cg21950459,SYCP2
cg21634137,SDCCAG1
cg09965939,NIPAL2
cg26916117,CCDC134
cg13215078,NPAS4
cg02578106,CFLAR
cg05610379,NSMCE4A
cg19724968,PKIG
cg10653240,TTC39A
cg21222830,OLFM1
cg10904477,TMEM99
cg10904477,KRT10
cg09438491,WRN
cg09438491,PURG
cg14288330,INSM2
cg15248904,UQCRFS1
cg14693883,DTX3
cg15531443,TUSC5
cg02506426,AQP11
cg12188259,LOC100505878
cg12149991,CCDC149
cg15673110,BIRC6
cg21429102,AQP9
cg08772927,CLOCK
cg07844357,C1orf56
cg04621255,ENDOG
cg25150572,PHACTR4
cg03720581,RNH1
cg17346426,TMEM169
cg17346426,PECR
cg00587003,CDKN2A
cg00587003,CDKN2B-AS1
cg09109599,EFNB1
cg05616436,DEDD2
cg07850633,MACROD2
cg01607752,ZNF587
cg26601533,GOLGA5
cg12937034,DDX6
cg02553489,SQLE
cg12989534,ZNF628
cg24161057,TSTD1
cg20742906,MEIG1
cg01962086,TNK2
cg00975815,CD274
cg26100149,CPEB4
cg25078444,FOXG1
cg17665121,TBC1D1
cg10314670,PPM1N
cg10314670,RTN2
cg22903370,IDH3G
cg22903370,SSR4
cg12505699,HERC6
cg27121529,ZKSCAN5
cg09852103,HMG20B
cg09623034,MEFV
cg07477160,NDRG1
cg09164670,PHF17
cg04419740,TRIM26
cg11529969,PDE4D
cg18032014,DYNC1I1
cg10475970,PCDHGA4
cg10475970,PCDHGA6
cg10475970,PCDHGA1
cg10475970,PCDHGA5
cg10475970,PCDHGB1
cg10475970,PCDHGB4
cg10475970,PCDHGA3
cg10475970,PCDHGA2
cg10475970,PCDHGA8
cg10475970,PCDHGA7
cg10475970,PCDHGB2
cg10475970,PCDHGB3
cg05622465,ALX3
cg07948388,LRRC32
cg24856420,NCOA3
cg02582136,AKAP9
cg03213794,MRPL23
cg02798548,ZNF543
cg11133633,MAP3K7CL
cg10446363,RUSC2
cg07252575,DHX40P
cg06620200,MIR1283-1
cg05559398,TMEM45B
cg02381767,CDH18
cg08677140,PPP1R10
cg21571937,FZD2
cg17754945,MCOLN3
cg00199549,MCM5
cg17106456,SGTA
cg17368254,USP44
cg22872729,TTR
cg04876758,NUP160
cg22370320,ACER2
cg08193100,NMI
cg14665499,MKL1
cg03066577,C3orf55
cg05768558,LIN28
cg06674553,JAK1
cg19607229,SLC24A1
cg01854948,LIMA1
cg15781625,UCK2
cg08830553,FAM46B
cg08785944,NXN
cg05144884,PRSS27
cg17636008,MIR4681
cg17636008,GRK5
cg27186011,C3orf54
cg03120983,ST20-MTHFS
cg03120983,ST20
cg03120983,ST20-AS1
cg03752471,FOXH1
cg16614638,CAPRIN1
cg19320564,HPCAL4
cg25074289,CPSF1
cg25074289,MIR939
cg17419241,LPAR2
cg02126249,TSPY4
cg03576555,CTBP2
cg19081843,CPT1A
cg23679333,LOC100302652
cg23679333,ASB3
cg23679333,CHAC2
cg06367659,ADM2
cg05529540,TMEM246-AS1
cg05434312,KCNJ6
cg01368812,PTCHD2
cg06059318,BAZ1B
cg19812272,MACF1
cg12234559,OR8G1
cg09090941,HRK
cg13364082,GPRIN2
cg15693253,C9orf57
cg19792427,ZNF575
cg20417527,SLC27A6
cg12373771,CECR6
cg22229496,FAM170B-AS1
cg26115851,YWHAZ
cg12838436,EVA1A
cg20158669,WIBG
cg23627620,TBPL1
cg24031155,LOC100506675
cg12586386,AQP11
cg23210369,TSPYL6
cg23210369,ACYP2
cg15714041,ACO1
cg17091577,DDR1
cg10425032,CUL4B
cg10576257,TACR1
cg23379470,LOC101928738
cg23379470,LOC101928766
cg19748438,ZNF673
cg21881580,KLF12
cg04295372,VCAM1
cg25098707,FAM134A
cg25098707,C2orf24
cg16127205,ARHGEF3
cg07324594,ARPP21
cg24381933,POLL
cg24381933,RP11-529I10.4
cg03891346,LOC399959
cg03891346,MIR125B1
cg24696028,BBC3
cg25027167,DGAT1
cg18538958,TACR3
cg23931049,LAMA3
cg11649001,FTSJD2
cg02288296,SNX8
cg11791847,SCARNA2
cg13022642,HJURP
cg15322430,HPCAL4
cg19481259,LRRC7
cg11651938,TESK1
cg15307169,DOK7
cg05322697,ACD
cg05322697,PARD6A
cg26046756,YARS
cg26046756,S100PBP
cg23477670,STMN4
cg11667117,CA5A
cg22708150,LY6G5C
cg25428970,KLF16
cg26757996,ATL1
cg14627831,SNRPA1
cg06161720,SNX6
cg10146267,IL28RA
cg23220533,OVOL1
cg10699517,DEC1
cg03613525,CCDC68
cg10862587,STK16
cg10862587,GLB1L
cg27305662,C6orf15
cg21474880,AFAP1
cg22847221,CXCL2
cg22516671,SLC25A42
cg15814771,GPR65
cg21153648,SEPT1
cg21153648,ZNF48
cg11190082,RNF113A
cg11190082,NDUFA1
cg25016906,IQCH-AS1
cg25016906,C15orf61
cg08018825,SEL1L3
cg14860182,SNRNP200
cg06709324,SOAT1
cg02852873,CNDP2
cg14713118,LAPTM4B
cg09404747,SERINC5
cg21045917,ALAS2
cg06933072,ADCY10
cg04833731,GDPD3
cg04833731,LOC100271831
cg21726313,GPSM2
cg06825777,PROSER2-AS1
cg04804633,OCLN
cg04318704,ZNF702P
cg22062131,RABL5
cg24123267,GULP1
cg24443250,TNFSF8
cg19304352,DEFA4
cg22560197,SFRS11
cg12461878,NEDD4L
cg07912449,LVRN
cg18430285,MX1
cg24087403,HK1
cg10479431,TNFSF12-TNFSF13
cg10479431,TNFSF13
cg13311392,ODF2
cg13311392,MIR1268A
cg08916855,CYB5R1
cg14538249,TPST2
cg26268842,TTLL4
cg20849549,PTEN
cg20849549,KILLIN
cg23429981,NDUFAF4
cg03986384,C20orf29
cg18485844,ASCL2
cg10751726,LOC150786
cg09473510,MTNR1A
cg18533833,CHFR
cg12318684,LINC01063
cg24006341,ZCCHC13
cg08450478,PTGFR
cg05812365,LOC646903
cg05812365,PFN2
cg05846365,FLJ32065
cg19475535,ADAMTS3
cg08225365,TTC39A-AS1
cg08225365,TTC39A
cg22202154,PYCR1
cg09765463,JAK1
cg16759954,PITPNM3
cg15857427,VPS26B
cg15857427,NCAPD3
cg04851268,GHSR
cg20082477,TANGO2
cg04332418,C6orf114
cg04332418,GFOD1
cg25602049,VARS2
cg04058593,PRDM6
cg09607589,WDR59
cg06222550,NEDD1
cg26047570,NUDCD1
cg26047570,ENY2
cg20269046,ZNF467
cg20729747,H2AFJ
cg25031151,CDH6
cg23332989,C7orf49
cg00218134,AKAP10
cg10552847,HMGCR
cg13411962,ZNF395
cg24718356,PSMB9
cg24718356,TAP1
cg07392137,RNF2
cg21785697,PAX6
cg02996639,UGP2
cg00268019,LY75
cg20001039,ZNF295-AS1
cg18613679,ERBB2IP
cg16599045,BLCAP
cg11860649,SYBU
cg19844724,PPM1B
cg21799473,TCF19
cg21799473,CCHCR1
cg06943886,LAGE3
cg01986502,JADE1
cg22481506,ZBTB33
cg08453021,ELMO1
cg04942710,MGAT4B
cg27364780,ZFHX3
cg08494494,TANC1
cg12796841,GUK1
cg19509327,NPPA-AS1
cg19509327,CLCN6
cg03147210,THEM4
cg14267780,HCCA2
cg14267780,KRTAP5-4
cg00749646,AK1
cg01861389,COQ9
cg01861389,CIAPIN1
cg05710561,PMS2L3
cg10748799,HES7
cg04085339,CACYBP
cg02156139,HMGB2
cg26316544,WDR51A
cg21978006,BHLHE40
cg21978006,BHLHE40-AS1
cg24015316,GTSE1
cg24015316,CN5H6.4
cg17998522,PLA2R1
cg21484512,AMAC1L2
cg05071330,STK32A
cg09648269,ANO4
cg24307292,BCL9
cg10241697,GPR18
cg10241697,UBAC2
cg22866509,SLC25A18
cg23056047,LOC375190
cg23056047,PFN4
cg14121414,ZNF628
cg01369725,UHRF1
cg27382393,ENTPD6
cg07708806,CARHSP1
cg21475256,ABHD5
cg16786458,PPARGC1B
cg11442986,METTL17
cg09170012,RHO
cg25140370,IRF4
cg20601329,SCFD2
cg10100117,TOR1AIP2
cg09054432,BCKDHA
cg09054432,EXOSC5
cg16581840,MAP3K5
cg04613517,LOC91948
cg23773983,ATXN1
cg04485844,MKS1
cg01966099,FAM3A
cg14787112,MIR517A
cg04692576,ZNF706
cg01978534,APEH
cg12643633,PADI6
cg12446629,ADCY8
cg18897632,SOX11
cg10343327,ANKRD2
cg14670380,VPS24
cg20194668,LOC101926964
cg08569138,DNAJB4
cg19906760,SNW1
cg19906760,C14orf178
cg13778025,LINC01227
cg23943264,NUDT22
cg23943264,TRPT1
cg08466074,C11orf58
cg03895956,C1orf21
cg06911843,DSCR3
cg05330096,ABLIM1
cg13818504,FLG-AS1
cg03602143,NLRP11
cg03602143,NLRP4
cg16586689,CTIF
cg00224563,PCCA
cg21834604,VGLL4
cg03646311,SMC5-AS1
cg03646311,SMC5
cg02824793,CCDC46
cg18277960,SFRS5
cg18277960,LOC100289511
cg03854543,TRIM2
cg17053854,SEPT9
cg21687216,AFF1
cg14867569,NKX2-1
cg05199418,S100Z
cg22817993,GABRD
cg16561878,HCP5
cg22415670,GMPR
cg23010062,MIR4454
cg23010062,TRPC7
cg23171871,DOCK2
cg09709515,TLCD1
cg25050353,PVRL1
cg15003132,CNTN4
cg07170020,FBLN7
cg07537912,AHCYL2
cg19919417,LRRC4B
cg10767164,RPL19P12
cg10767164,NAPEPLD
cg07490447,ESRRB
cg02351179,RAB1B
cg16408267,RASSF6
cg15981305,LOC645323
cg02726814,C20orf166
cg02726814,MIR1-1
cg11827097,SP100
cg20564969,CSMD1
cg09941176,LOC100286844
cg09941176,NCKAP5L
cg27318546,MRO
cg16855547,CREG2
cg12283120,HSD17B8
cg24855402,CFLAR
cg21076687,C4orf3
cg18790814,DENR
cg01781762,ZNF48
cg19221545,KCNIP2
cg23320550,PLEKHM1
cg16087447,PRICKLE1
cg14060296,HSPA2
cg06124056,LOC101927851
cg00495289,IFRD1
cg14030055,MIR130B
cg14030055,MIR301B
cg17429424,DUSP1
cg00305374,F3
cg07580247,TMEM246-AS1
cg26831087,GLTPD1
cg26831087,CPSF3L
cg07742633,OLFM2
cg26126052,LTBP2
cg00121147,TMEM183A
cg00121147,TMEM183B
cg13269449,PBX3
cg14787123,PXT1
cg14787123,KCTD20
cg10714547,ADRA1D
cg03830429,KTN1
cg25531473,ITIH1
cg17874478,SPATA6
cg05650171,PFDN2
cg05650171,NIT1
cg01307891,MEX3C
cg22476893,EIF5A
cg09019938,PRKG1
cg11927584,SPDYE4
cg22424532,ASZ1
cg20622056,SLC7A3
cg10614605,WWC3
cg26361965,C15orf65
cg26361965,CCPG1
cg26361965,DYX1C1-CCPG1
cg12935209,SORCS1
cg17427154,SCCPDH
cg03410711,PPP1R3C
cg14977069,LIME1
cg19471424,CLSTN3
cg06964706,CASZ1
cg13875973,HSD17B2
cg06577710,HCLS1
cg26064535,OPRD1
cg27312984,LINC01241
cg14517859,TMEM120B
cg23517607,C18orf54
cg18938150,LSM12
cg00064347,FYTTD1
cg00064347,KIAA0226
cg23667933,FXN
cg00548268,NPTX2
cg07270064,CHRAC1
cg23442853,PARP15
cg07397372,YTHDF2
cg09798090,HTR2A
cg17416146,EIF4EBP3
cg17416146,ANKHD1-EIF4EBP3
cg11015356,TCEA2
cg22215202,MED25
cg19476647,LTBR
cg03875433,PPP2R5E
cg23037274,MAP2K7
cg21963906,CASC16
cg11227141,PRKCZ
cg03280783,LOC101928034
cg03280783,S100A3
cg00794055,TBC1D24
cg08440162,RFC4
cg06497574,APBB1
cg23680829,IKBKG
cg23680829,G6PD
cg00313642,PCYT1A
cg15966198,RFC2
cg25885859,GTDC1
cg06257353,PDS5B
cg08023020,ZNF598
cg03742003,SLIT2
cg04004578,CXCL3
cg21605781,APPL2
cg24441127,MR1
cg12630354,CIITA
cg04095932,LSAMP
cg07193047,SEPT9
cg18602919,NDN
cg09250994,MYO1F
cg18000985,USP9X
cg12268965,TATDN1
cg12268965,NDUFB9
cg12598837,HTR3A
cg10566778,ZNF835
cg04454391,NDUFAB1
cg17327186,CDC2
cg17327186,CDK1
cg12836902,LENG8-AS1
cg12836902,LENG8
cg16864875,LZTS3
cg20926521,GFOD1
cg08267489,C6orf176
cg08267489,LOC441177
cg21024826,MNX1
cg10476473,METTL5
cg01328890,FAM198A
cg00931418,CPNE6
cg14518948,CENPH
cg25300584,TMEM90B
cg20969675,SNORD104
cg20969675,SNORA76
cg04483797,TCEAL1
cg24779587,PACSIN3
cg22226273,SMOC1
cg09036220,RBBP4
cg09036220,ZBTB8OS
cg17960823,LOC283332
cg23681311,MAPK1
cg00940313,MIR212
cg00940313,MIR132
cg21388339,TP73
cg18110444,DARS
cg09189896,MAT2A
cg08490445,SPOP
cg19853703,APOL6
cg21038941,TMED6
cg14603678,TAF6L
cg13065366,RP1L1
cg21836562,KCNJ1
cg19075191,HEPACAM2
cg12120741,EDNRB
cg13948710,ZNF813
cg24010336,FBXO17
cg22804839,IYD
cg08428707,CHMP4B
cg01616178,ANK1
cg19560014,C12orf72
cg02373427,P2RY12
cg02373427,MED12L
cg18880543,PRKAG2
cg26299980,LEPROT
cg26299980,LEPR
cg06126982,NDUFB9
cg06126982,TATDN1
cg20248866,PCYT2
cg05074739,NHLRC4
cg05074739,PIGQ
cg03854722,KDM6B
cg03854722,TMEM88
cg26905572,ANK3
cg06329574,FGF3
cg24870476,DUSP10
cg04031526,LINC00681
cg04031526,LOC340357
cg08506572,RAD18
cg00725213,TRAF1
cg26763489,LOC101929646
cg26763489,LOC101929662
cg03789433,C7orf55
cg03789433,C7orf55-LUC7L2
cg03789433,LUC7L2
cg11661263,GPR180
cg25220781,ARHGEF19
cg01039695,LGI3
cg15990800,FBXO34
cg04852821,ANGEL1
cg19017420,ARL2
cg00076400,LDOC1
cg05794927,OR2W3
cg22606564,DIS3L
cg16138854,ERAP1
cg09404551,COL14A1
cg00162361,ZMIZ1
cg01408432,CYLD
cg11569219,CLOCK
cg20196141,MIR7641-2
cg20196141,FZD3
cg04402633,CDKN1C
cg03324123,C1orf198
cg04188095,C21orf99
cg03474687,XRCC3
cg23534142,ATF3
cg06873913,UPP2
cg00321056,IQSEC2
cg09047884,TTLL1
cg20449614,PDLIM2
cg10376710,CES3
cg25760229,CACNA1H
cg08101962,PTCHD2
cg00152175,AMFR
cg20960490,GFRAL
cg20289898,LIMA1
cg15585341,ITGA10
cg02449373,FUT1
cg13935560,MOSPD1
cg18488745,LOC100130987
cg18488745,CLCF1
cg09452922,DLG2
cg15709235,ROBO1
cg02851105,JMJD8
cg16402635,CASP1
cg16402635,CARD16
cg22850864,FMN1
cg03732506,SLC16A5
cg04939408,FZD7
cg26702116,LSM14B
cg06499919,PTPN3
cg23591116,C6orf99
cg02096219,LEPR
cg02096219,LEPROT
cg25256661,DVL2
cg04589660,MEIS3
cg19765472,FLI1
cg25062380,PRSS35
cg18484834,PACSIN2
cg27429194,OR1A2
cg20465207,ARHGEF2
cg02862897,DYSFIP1
cg14062304,OAT
cg06444452,PDE6B
cg04573753,SLC25A53
cg21627017,IFITM4P
cg20388206,NOL4
cg09026600,SETD4
cg10848724,VPS37B
cg17569390,TMEM218
cg11329209,FAM155B
cg19477600,ESAM
cg16607685,PCDHA2
cg16607685,PCDHA1
cg16607685,PCDHA3
cg08841898,PPFIBP1
cg18634342,NUDT5
cg18634342,CDC123
cg02421578,TFDP2
cg14601550,GHDC
cg24299143,PPP2R2D
cg18795320,ATF7IP
cg23255995,MLF2
cg16202187,HAUS8
cg16202187,MYO9B
cg24304309,ADAR
cg20625891,RPGRIP1L
cg20625891,FTO
cg09265274,MYCBPAP
cg20145365,ZNF284
cg03580256,ZZZ3
cg11934819,SIRPB2
cg08014964,MYH4
cg24049949,ITGB8
cg06933334,HACD3
cg12503257,NTN1
cg00049286,TMEM177
cg17598480,MOV10
cg07269433,SIGLEC9
cg04832844,RBPJ
cg09243735,BARD1
cg04249993,LPAR6
cg04249993,RB1
cg01352294,CCDC162
cg09914843,LINC01342
cg02779465,SLC16A12
cg07557301,KDM8
cg13424572,P3H2
cg02549881,COX8C
cg02549881,UNC79
cg01462904,CCDC12
cg14408428,ZBTB43
cg18403548,SH3BP2
cg01274625,CRELD1
cg09799350,SCML2
cg16166368,AHCYL2
cg05046305,PCDHGA2
cg05046305,PCDHGA1
cg05371620,MIR432
cg05371620,MIR136
cg05371620,RTL1
cg26283116,WFDC11
cg05366983,SPPL2B
cg05366983,LSM7
cg16109795,CCNI
cg17361449,TTPAL
cg03076771,C20orf24
cg05633605,ANKRD55
cg01614759,C10orf25
cg01614759,ZNF22
cg24562268,NDUFV1
cg12838605,BRSK2
cg19152840,ASB14
cg21932137,LOC102724784
cg21932137,ST5
cg15725881,PRG2
cg04351855,C19orf70
cg04351855,HSD11B1L
cg06062600,ANAPC16
cg06062600,ASCC1
cg19617599,ZNF207
cg19617599,MIR632
cg02914501,C2orf86
cg02914501,MDH1
cg21098437,PRR23A
cg15709169,AACS
cg14715667,ZCCHC11
cg13466901,OMP
cg13466901,CAPN5
cg16678602,PCDH21
cg13857345,MICAL2
cg26087598,MXD3
cg26772784,TRABD
cg12427896,BCL2L11
cg18097726,HTT
cg05720355,IQUB
cg23112563,LOC642006
cg22066686,TNS3
cg01341170,SHISA9
cg08879200,ZNF84
cg24133477,LIMA1
cg02084645,PPFIBP2
cg09423994,COQ10A
cg05670835,FNBP1L
cg13959356,BID
cg04487205,C17orf98
cg17625532,MIAT
cg18904817,GABRA3
cg18904817,MIR105-1
cg15694238,TUBB6
cg00642209,SAMHD1
cg03031383,TMPRSS11E
cg11176135,VSX2
cg24691942,SCMH1
cg06261937,DCC
cg12757181,GRID1
cg12757181,MIR346
cg20364368,TRIM26
cg04071516,KLF16
cg27212156,RABGAP1L
cg22854219,C5orf66
cg01106419,PCNAP1
cg14432857,ARHGEF3
cg06565975,SLURP1
cg24407096,THBS2
cg27112370,SNX8
cg15555416,RNF32
cg12300443,PDE6C
cg12348997,MTIF3
cg15622912,CPLX2
cg22839308,TLR1
cg05045951,PCYOX1
cg12169977,HIST1H2BE
cg02829533,ZNF707
cg09760634,CHRM3
cg14800005,FYN
cg06509065,UBAP2
cg06646636,JMJD8
cg06646636,WDR24
cg16235707,IQGAP2
cg09204538,ZBTB48
cg09204538,TAS1R1
cg00423055,NUP62
cg00423055,ATF5
cg00423055,IL4I1
cg15956273,GNS
cg15093390,L3MBTL4
cg14789178,VMAC
cg14789178,NDUFA11
cg25568716,C11orf58
cg27309920,ZNF384
cg20771596,GCSAML
cg10301953,INSIG1
cg03473042,WDR5
cg15030631,GOLGA6L6
cg23463144,SLC12A5
cg17699704,SGSM2
cg17699704,TSR1
cg06932669,NCKAP5
cg05237470,DMD
cg27020573,BOD1
cg01604484,TNPO1
cg09864245,CD59
cg20721320,AGXT2L2
cg11341932,ZKSCAN3
cg11341932,ZNF323
